gabor
d:\CV\Project_2\olympus\olympus\pic.0053.jpg,0.04534,0.0511169,0.0446136,0.178134,0.0460785,0.170602,0.0534912,0.0484375,0.0491516,0.0504944,0.050531,0.0487915,0.0539795,0.0528717,0.0537964,0.00256958,
d:\CV\Project_2\olympus\olympus\pic.0054.jpg,0.0481995,0.0476898,0.0624115,0.172055,0.0473175,0.167691,0.0536774,0.0518524,0.0524048,0.0546234,0.0461761,0.0473084,0.0484314,0.0486725,0.0487274,0.00276184,
d:\CV\Project_2\olympus\olympus\pic.0055.jpg,0.0467499,0.0478485,0.0476013,0.17825,0.0482758,0.185745,0.0484344,0.0469391,0.0467865,0.0466278,0.0530792,0.0467255,0.0468109,0.0531708,0.0541992,0.00275574,
d:\CV\Project_2\olympus\olympus\pic.0056.jpg,0.0436646,0.0425079,0.0508301,0.168131,0.0502258,0.173618,0.0596039,0.0452301,0.0464264,0.0572418,0.0532745,0.0541199,0.0568878,0.0521301,0.0436554,0.00245361,
d:\CV\Project_2\olympus\olympus\pic.0057.jpg,0.0473846,0.0471161,0.0470154,0.179129,0.0549377,0.170282,0.053775,0.05336,0.0553497,0.0466949,0.0475678,0.0471832,0.0533966,0.0468292,0.0471375,0.00284119,
d:\CV\Project_2\olympus\olympus\pic.0058.jpg,0.0551788,0.054126,0.0471375,0.172037,0.0496613,0.16962,0.0535187,0.0529327,0.0466492,0.0472504,0.0471924,0.0468964,0.0547882,0.0466858,0.0536713,0.00265503,
d:\CV\Project_2\olympus\olympus\pic.0059.jpg,0.0486572,0.0470093,0.0479095,0.173135,0.0536285,0.171866,0.044101,0.0494934,0.0432159,0.0443634,0.0540619,0.0562317,0.0583038,0.049234,0.0559967,0.00279236,
d:\CV\Project_2\olympus\olympus\pic.0060.jpg,0.0459106,0.0520508,0.0463013,0.177417,0.0470581,0.170551,0.0544067,0.0490479,0.0492889,0.0572052,0.0480286,0.0537201,0.0545166,0.0459137,0.0458038,0.00278015,
d:\CV\Project_2\olympus\olympus\pic.0061.jpg,0.0496002,0.051828,0.0464355,0.170224,0.0448761,0.185114,0.0463684,0.0471893,0.0466675,0.0542908,0.0477753,0.0613739,0.05271,0.046759,0.0462097,0.00257874,
d:\CV\Project_2\olympus\olympus\pic.0062.jpg,0.0464813,0.0470703,0.0546204,0.171814,0.0537079,0.170462,0.0469788,0.0473999,0.0536499,0.0480072,0.0474243,0.046463,0.0613098,0.0547974,0.0472107,0.00260315,
d:\CV\Project_2\olympus\olympus\pic.0063.jpg,0.10358,0.047348,0.0467194,0.165378,0.0472382,0.134421,0.0774658,0.047229,0.0477448,0.0472961,0.0462708,0.0467499,0.0461945,0.0466614,0.0468506,0.00285339,
d:\CV\Project_2\olympus\olympus\pic.0064.jpg,0.0458771,0.04646,0.0524994,0.171777,0.0478027,0.170206,0.0640595,0.0488007,0.0509583,0.0490051,0.0537415,0.0531616,0.0455322,0.0519409,0.0455048,0.00267334,
d:\CV\Project_2\olympus\olympus\pic.0065.jpg,0.0536743,0.0478455,0.059906,0.173206,0.0485504,0.17207,0.0609436,0.0468933,0.0467499,0.0467651,0.0464996,0.0541077,0.0470001,0.046582,0.0464844,0.00272217,
d:\CV\Project_2\olympus\olympus\pic.0066.jpg,0.0530914,0.0470428,0.0533691,0.171469,0.0486908,0.168549,0.0499847,0.0614105,0.0481384,0.0551941,0.0466888,0.04646,0.0463837,0.0540802,0.0466919,0.00275574,
d:\CV\Project_2\olympus\olympus\pic.0067.jpg,0.0523743,0.045755,0.0462311,0.178992,0.0551086,0.166547,0.0540131,0.0649109,0.0502563,0.0480591,0.0546997,0.0453766,0.0451477,0.0451477,0.0447052,0.00267639,
d:\CV\Project_2\olympus\olympus\pic.0068.jpg,0.0457397,0.0520813,0.0457184,0.169577,0.0532379,0.172794,0.0497711,0.0604004,0.0463654,0.0478851,0.0597809,0.0511871,0.0492828,0.0472321,0.0462402,0.00270691,
d:\CV\Project_2\olympus\olympus\pic.0069.jpg,0.0543732,0.0538147,0.056311,0.172467,0.0478058,0.173346,0.0472626,0.0470673,0.0529022,0.0539612,0.046405,0.0459106,0.0542236,0.0462189,0.0451996,0.00273132,
d:\CV\Project_2\olympus\olympus\pic.0070.jpg,0.0500427,0.0578491,0.0495789,0.171994,0.054422,0.143945,0.0699554,0.0521179,0.0447723,0.0456818,0.0462372,0.0461548,0.0545746,0.0474121,0.0623993,0.00286255,
d:\CV\Project_2\olympus\olympus\pic.0071.jpg,0.0467041,0.0534912,0.0538513,0.172684,0.0473389,0.184122,0.047879,0.0458832,0.0476044,0.0500793,0.0460144,0.046759,0.0461945,0.0537689,0.0549103,0.00271606,
d:\CV\Project_2\olympus\olympus\pic.0072.jpg,0.0473694,0.0622406,0.0540375,0.172552,0.0529968,0.166397,0.0474182,0.0465973,0.0542938,0.0473694,0.0466187,0.0463867,0.0523071,0.0458191,0.054718,0.00287781,
d:\CV\Project_2\olympus\olympus\pic.0073.jpg,0.0513489,0.0594513,0.0576416,0.180493,0.0468567,0.171216,0.0450836,0.0573761,0.0527435,0.0446991,0.0449066,0.0439697,0.0450928,0.0469849,0.0490906,0.00304565,
d:\CV\Project_2\olympus\olympus\pic.0074.jpg,0.047644,0.047644,0.0546417,0.173572,0.0487213,0.178192,0.0472748,0.0466583,0.0465973,0.046344,0.0464081,0.0600861,0.0540833,0.0461884,0.0532013,0.00274353,
d:\CV\Project_2\olympus\olympus\pic.0075.jpg,0.044162,0.0510406,0.04422,0.185214,0.0492462,0.168344,0.0517181,0.052298,0.0577911,0.0502594,0.0484039,0.0604401,0.0450226,0.044519,0.0447021,0.00261841,
d:\CV\Project_2\olympus\olympus\pic.0076.jpg,0.0444733,0.0511658,0.052713,0.175702,0.0461792,0.168704,0.0468201,0.0505646,0.0605377,0.0546631,0.0565063,0.0468353,0.0459473,0.0527557,0.0438995,0.00253296,
d:\CV\Project_2\olympus\olympus\pic.0077.jpg,0.0588043,0.0448608,0.0456116,0.17645,0.0471344,0.179385,0.0496918,0.0578247,0.0509552,0.0557465,0.0476654,0.0463684,0.0461853,0.0457062,0.0447876,0.00282288,
d:\CV\Project_2\olympus\olympus\pic.0078.jpg,0.0476471,0.0559662,0.0538147,0.172565,0.0478668,0.171637,0.0490845,0.0471039,0.0463867,0.0589691,0.0513306,0.0456573,0.0462524,0.0475159,0.0553772,0.00282593,
d:\CV\Project_2\olympus\olympus\pic.0079.jpg,0.0492584,0.0548492,0.0494385,0.189816,0.0477173,0.178574,0.0521606,0.0457672,0.0460541,0.045752,0.0460571,0.0459869,0.0458191,0.0471863,0.0526398,0.00292358,
d:\CV\Project_2\olympus\olympus\pic.0080.jpg,0.0465759,0.0542053,0.055481,0.18017,0.0990204,0.120181,0.0543823,0.0471741,0.0474731,0.0462738,0.0460144,0.0467163,0.0470276,0.0533844,0.0532898,0.00263062,
d:\CV\Project_2\olympus\olympus\pic.0081.jpg,0.0504211,0.0562164,0.0634491,0.171204,0.0510132,0.168707,0.0434418,0.0431763,0.0436676,0.0456451,0.0530396,0.0486603,0.0495178,0.0580688,0.0507843,0.00298767,
d:\CV\Project_2\olympus\olympus\pic.0082.jpg,0.0568573,0.0510162,0.05672,0.173355,0.0545166,0.169864,0.0460236,0.0449249,0.0450012,0.0445953,0.0456085,0.0458099,0.0521179,0.0466797,0.0640625,0.00284729,
d:\CV\Project_2\olympus\olympus\pic.0083.jpg,0.0429871,0.0498138,0.0419525,0.167432,0.0506653,0.178668,0.0540527,0.0581177,0.0564209,0.057193,0.0499695,0.0527771,0.0455444,0.0464874,0.0454437,0.00247498,
d:\CV\Project_2\olympus\olympus\pic.0084.jpg,0.0536957,0.0467957,0.0467072,0.172168,0.0467194,0.172055,0.0544464,0.0539734,0.0547577,0.0470215,0.0550751,0.046283,0.0532776,0.0467224,0.0475952,0.00270691,
d:\CV\Project_2\olympus\olympus\pic.0085.jpg,0.053067,0.0595032,0.0461548,0.171182,0.0471497,0.1711,0.0461304,0.0462311,0.0470215,0.0456329,0.0546509,0.0536926,0.0524719,0.057312,0.0460175,0.0026825,
d:\CV\Project_2\olympus\olympus\pic.0086.jpg,0.0680176,0.062088,0.047052,0.172415,0.049353,0.170038,0.0470673,0.0472809,0.0531158,0.0468964,0.0468323,0.0460052,0.0465302,0.047168,0.0475281,0.0026123,
d:\CV\Project_2\olympus\olympus\pic.0087.jpg,0.0475403,0.0468353,0.0546356,0.179239,0.0479401,0.175851,0.0553375,0.046994,0.0473724,0.0475616,0.0540253,0.0471954,0.0473084,0.0530609,0.0462524,0.00285034,
d:\CV\Project_2\olympus\olympus\pic.0088.jpg,0.0509308,0.0438782,0.0502655,0.169534,0.0530182,0.167572,0.0561432,0.0479156,0.0562866,0.0503845,0.0514526,0.0583435,0.0497528,0.0467804,0.0453186,0.0024231,
d:\CV\Project_2\olympus\olympus\pic.0089.jpg,0.0443237,0.0434021,0.0452637,0.172189,0.062738,0.178046,0.0461273,0.0459106,0.0458099,0.0592529,0.0563263,0.0515289,0.0528656,0.0493408,0.0443634,0.0025116,
d:\CV\Project_2\olympus\olympus\pic.0090.jpg,0.0650635,0.0550385,0.046756,0.179767,0.0487518,0.168353,0.0468781,0.0470642,0.0524475,0.0461212,0.0467285,0.053653,0.0463043,0.0469513,0.0475037,0.00261841,
d:\CV\Project_2\olympus\olympus\pic.0091.jpg,0.0565308,0.0476013,0.0474701,0.172708,0.0530212,0.179251,0.0481537,0.0471558,0.0464996,0.0469818,0.0529175,0.0466827,0.046756,0.0531036,0.0525146,0.00265198,
d:\CV\Project_2\olympus\olympus\pic.0092.jpg,0.0467255,0.0537415,0.060437,0.173669,0.0504272,0.169772,0.0499512,0.0460449,0.046106,0.0465576,0.0537903,0.0468079,0.0608734,0.0458191,0.0464478,0.00282898,
d:\CV\Project_2\olympus\olympus\pic.0093.jpg,0.0471863,0.0528503,0.0472656,0.179865,0.0652496,0.165952,0.0552979,0.0473084,0.0475952,0.054364,0.0468445,0.0477142,0.0465485,0.0468201,0.0464508,0.0026886,
d:\CV\Project_2\olympus\olympus\pic.0094.jpg,0.0477142,0.0469208,0.0553741,0.172809,0.0497192,0.16857,0.048941,0.0537323,0.0544891,0.0470917,0.0468506,0.0530121,0.0595001,0.046817,0.0458313,0.00262756,
d:\CV\Project_2\olympus\olympus\pic.0095.jpg,0.0429047,0.0436096,0.0616486,0.1746,0.0444794,0.166013,0.0526886,0.0522278,0.0496643,0.0574646,0.0432281,0.0509094,0.0435608,0.0435791,0.0619568,0.0114655,
d:\CV\Project_2\olympus\olympus\pic.0096.jpg,0.045636,0.046048,0.0457855,0.178268,0.0479767,0.188284,0.0512146,0.0511597,0.057489,0.0474945,0.0521729,0.0447174,0.0451416,0.0449219,0.0510681,0.00262146,
d:\CV\Project_2\olympus\olympus\pic.0097.jpg,0.0473511,0.0601624,0.0613831,0.178931,0.0478027,0.170779,0.054895,0.0468933,0.0466583,0.0473022,0.0470795,0.0470642,0.0468048,0.047348,0.0469818,0.00256348,
d:\CV\Project_2\olympus\olympus\pic.0098.jpg,0.0476318,0.0552124,0.0475922,0.180808,0.0573914,0.165964,0.0497162,0.0469238,0.0525208,0.0532898,0.0472107,0.0469452,0.0464569,0.0464722,0.0530701,0.00279541,
d:\CV\Project_2\olympus\olympus\pic.0099.jpg,0.0470825,0.0533875,0.0552826,0.171906,0.0489532,0.168332,0.054895,0.0467865,0.0474609,0.0474426,0.047229,0.0553558,0.0527435,0.0467529,0.0535919,0.00279846,
d:\CV\Project_2\olympus\olympus\pic.0100.jpg,0.0456024,0.0449951,0.0462311,0.170453,0.0469757,0.176389,0.0552643,0.0489227,0.0494202,0.0561829,0.0569397,0.0543152,0.0476166,0.0464172,0.0515991,0.00267639,
d:\CV\Project_2\olympus\olympus\pic.0101.jpg,0.0548676,0.0603638,0.0531738,0.173648,0.048999,0.169943,0.0512848,0.0479034,0.0466827,0.0471039,0.0463898,0.0458099,0.0589935,0.0460052,0.045932,0.00289917,
d:\CV\Project_2\olympus\olympus\pic.0102.jpg,0.0465332,0.0537598,0.0476044,0.178741,0.0688904,0.129871,0.0737518,0.0468719,0.0470947,0.0538422,0.0550476,0.0469421,0.0463379,0.055072,0.0468231,0.00281677,
d:\CV\Project_2\olympus\olympus\pic.0103.jpg,0.0604004,0.0850037,0.0358795,0.161111,0.0378235,0.202332,0.0747711,0.0373108,0.0436676,0.0363373,0.0677887,0.035495,0.0425415,0.0356354,0.0416748,0.00222778,
d:\CV\Project_2\olympus\olympus\pic.0104.jpg,0.048233,0.0475983,0.0535004,0.178802,0.0628845,0.163483,0.0481079,0.0463532,0.0547424,0.0471558,0.0597321,0.0464264,0.047049,0.046579,0.0465759,0.0027771,
d:\CV\Project_2\olympus\olympus\pic.0105.jpg,0.0464172,0.0484283,0.0504517,0.17767,0.0509247,0.167169,0.0475433,0.0522217,0.0623962,0.052475,0.0518066,0.0466187,0.0456787,0.051944,0.0453735,0.00288086,
d:\CV\Project_2\olympus\olympus\pic.0106.jpg,0.0464661,0.0469482,0.0532776,0.185568,0.0550873,0.163782,0.0472443,0.0473694,0.0474457,0.0558868,0.0469208,0.0544983,0.0466705,0.0467163,0.0533875,0.00273132,
d:\CV\Project_2\olympus\olympus\pic.0107.jpg,0.046875,0.0468292,0.0469482,0.171963,0.0466644,0.169095,0.0622253,0.0470001,0.0469177,0.0481873,0.0470398,0.0558746,0.0469391,0.0551025,0.0596344,0.00270386,
d:\CV\Project_2\olympus\olympus\pic.0108.jpg,0.0549866,0.0473846,0.0482971,0.180615,0.0623383,0.169022,0.047229,0.0475403,0.047348,0.0471161,0.0455444,0.0469513,0.0536926,0.0532013,0.0458679,0.0028656,
d:\CV\Project_2\olympus\olympus\pic.0109.jpg,0.0472778,0.0467773,0.05383,0.17161,0.0478027,0.184885,0.0477905,0.0472076,0.0471161,0.0471863,0.0470215,0.0472931,0.0609253,0.0462097,0.0543182,0.00274963,
d:\CV\Project_2\olympus\olympus\pic.0110.jpg,0.053537,0.0473968,0.0544739,0.180026,0.0617737,0.170905,0.0477844,0.0477356,0.0475281,0.0537842,0.046225,0.0462006,0.0465027,0.0466125,0.0467438,0.002771,
d:\CV\Project_2\olympus\olympus\pic.0111.jpg,0.041452,0.0492676,0.0412659,0.166516,0.0421112,0.163736,0.042807,0.0544464,0.0431366,0.051709,0.0705505,0.0602631,0.0579803,0.0639374,0.0482178,0.00260315,
d:\CV\Project_2\olympus\olympus\pic.0112.jpg,0.0472015,0.0470764,0.0530731,0.171835,0.0491516,0.174139,0.0536835,0.0463867,0.0469788,0.0475372,0.0616852,0.0486328,0.0475769,0.047049,0.0552307,0.00276184,
d:\CV\Project_2\olympus\olympus\pic.0113.jpg,0.0471985,0.0471954,0.0481415,0.173288,0.0644043,0.174582,0.0552032,0.0479156,0.0548523,0.0460907,0.0519165,0.0451111,0.0445862,0.0519501,0.0448059,0.00275879,
